Organization,Name,Street Address,City,State,Postal Code,lat,lon,Organization,Name,Street Address,City,State,Postal Code,lat,lon,distance (km)
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Fresno Cradle to Career,,Fresno,CA,,36.8128882,-119.8057485,2167.155247257169
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Generation Next,,Minneapolis,MN,,44.9737082,-93.2669627,1687.6704936348885
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Geneva 2030,,Geneva,NY,,42.8580149,-76.9976417,2316.433980501389
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Graduate Strong,,Bremerton,WA,,47.5670053,-122.625987,2868.7574716100708
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Graduate Tacoma,,Tacoma,WA,,47.2544647,-122.4504649,2838.671294951725
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Greater Dalton Education Partnership,,Dalton,GA,,34.7712706,-84.968247,1300.291366450056
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Harlem Renaissance Education Pipepline,,New York,NY,,40.807763,-73.939957,2445.0278859934406
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Higher Expectations for Racine County,,Racine,WI,,42.7093984,-87.8045345,1647.2436895354379
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,imPACT East Idaho,,Pocatello,ID,,42.8621576,-112.4508483,1919.2363405357642
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,ImpactTulsa,,Tulsa,OK,,36.1486659,-95.9840012,680.0279063859773
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,KConnect,,Grand Rapids,MI,,42.9432726,-85.6779674,1775.4497767452388
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Learn to Earn Dayton,,Dayton,OH,,39.7811095,-84.1295785,1631.0807000075104
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Learn4Life,,Atlanta,GA,,33.7590348,-84.386686,1319.4728377495294
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Lenawee Cradle to Career (Lenawee ISD),,Adrian,MI,,41.9169778,-84.0232967,1788.972337278846
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Marin Promise Partnership,,San Rafael,CA,,38.023827,-122.5447824,2433.783662256067
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Milwaukee Succeeds,,Milwaukee,WI,,43.0514231,-87.9117079,1673.3024925770535
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Mission Promise Neighborhood,,San Francisco,CA,,37.760087,-122.418806,2416.31326108639
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Mission: Graduate,,Albuquerque,NM,,35.0539346,-106.6205766,989.5167119325205
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Northfield Promise,,Northfield,MN,,44.441825,-93.1669804,1632.7206402738032
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Norwalk ACTS,,Norwalk,CT,,41.1177389,-73.4080811,2499.1659620575133
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,OnTrack,,Hagerstown,MD,,39.6418068,-77.7206898,2098.7975248766447
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Partner for Student Success,,St. Cloud,MN,,45.5599326,-94.1645348,1735.0246894229979
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Partners for Education,,Berea,KY,,37.585913,-84.2990351,1485.39003682794
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Partnership4Success,,Columbus,OH,,39.9833844,-83.0412629,1719.7313351489001
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Promise Partnership of Salt Lake,,Salt Lake City,UT,,40.752305,-111.914609,1733.6515392723245
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Raise DC,,Washington,DC,,38.8985184,-77.0309599,2122.4276643670696
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,RGV Focus,,Harlingen,TX,,26.1950931,-97.6817779,447.2209061559474
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,RISE: Treasure Valley's Education Partnership,,Boise,ID,,43.6090983,-116.1939806,2206.640687383509
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,ROC the Future,,Rochester,NY,,43.154442,-77.6170002,2290.6235239394296
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Rocky Mountain Cradle to Career Partnership,,Thornton,CO,,39.9272658,-104.9672972,1263.4019101089514
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Seeding Success,,Memphis,TN,,35.1448481,-90.0406762,905.6906985758509
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,South Bronx Rising Together,,New York,NY,,40.8332443,-73.8906174,2449.9261497810166
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Spartanburg Academic Movement,,Spartanburg,SC,,34.9510453,-81.9236313,1571.6391437468342
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Stamford Cradle to Career,,Stamford,CT,,41.0609074,-73.5413522,2486.4607161955896
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Stanislaus Cradle to Career Partnership,,Modesto,CA,,37.6394382,-120.9964311,2291.483009834652
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Success of All Youth,,Oak Park,IL,,41.8885395,-87.8020361,1574.1192266678615
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Summit Education Initiative,,Akron,OH,,41.0814312,-81.515103,1895.263166818492
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,The Commit Partnership,,Dallas,TX,,32.8049936,-96.8144282,301.3186258574418
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,The Forsyth Promise,,Winston-Salem,NC,,36.0947402,-80.2469263,1752.6872107935344
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,The Road Map Project,,Seattle,WA,,47.5928464,-122.316172,2850.981799912729
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Thrive Chicago,,Chicago,IL,,41.88652,-87.634445,1582.4615594310903
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Thriving Together,,Phoenix,AZ,,33.6122156,-112.0147546,1397.713506572766
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,Tri-County Cradle to Career Collaborative,,Charleston,SC,,32.9106821,-80.023323,1704.1955894112657
YBUSA,American YouthWorks,1901 E. Ben White Bv,Austin,TX,78741,30.21537,-97.747365,Strive Together,UP Partnership,,San Antonio,TX,,29.4300517,-98.4931218,113.17672020232246
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Achieve Brown County,,Green Bay,WI,,44.5283629,-88.1040752,1582.825062364552
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Achieve Escambia,,Pensacola,FL,,30.4793799,-87.2040881,377.6691528858452
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Alamance Achieves,,Burlington,NC,,36.0927,-79.4375913,1252.2038145572274
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Aligned Impact Muscatine County,,Muscatine,IA,,41.4203142,-91.0470178,1214.5749355307971
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,All Hands Raised,,Portland,OR,,45.5273597,-122.6447925,3196.151873126655
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Aspire,,Toledo,OH,,41.7041482,-83.5897269,1417.6426830905016
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Austin Aspires,,Austin,MN,,43.6684521,-92.9753123,1473.4782022835045
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Baltimore's Promise,,Baltimore,MD,,39.3558582,-76.6455333,1645.1887748231902
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Better Together Central Oregon,,Redmond,OR,,44.2499692,-121.1732335,3038.1288415749577
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Bold Goals Coalition,,Birmingham,AL,,33.5157399,-86.7765441,531.0929919762815
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Boston Opportunity Agenda,,Boston,MA,,42.3511243,-71.0726395,2218.6118625080003
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Bridge to Success Community Partnership,,Waterbury,CT,,41.5651369,-73.0353244,2034.389458614682
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Bridgeport Prospers,,Bridgeport,CT,,41.1792402,-73.1894193,2001.227156586813
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Bright Futures for Monterey County,,Seaside,CA,,36.6516548,-121.7977985,2908.5254222228423
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Building Our Future,,Kenosha,WI,,42.5857821,-87.8189353,1376.318639774842
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Community Foundation of North Louisiana,,Shreveport,LA,,32.513053,-93.7500634,333.34739045777275
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Cradle to Career,,Rochester,MN,,44.0238273,-92.4769911,1508.6913220925599
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Cradle to Career Alliance,,Columbia,MO,,38.94999,-92.30325,945.6950834875767
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Cradle to Career Cincinnati,,Cincinnati,OH,,39.1101157,-84.563557,1129.7823479784586
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Cradle to Career Partnership,,Tucson,AZ,,32.2255266,-110.9829945,1891.2404884182913
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Cradle to Career Sonoma County,,Santa Rosa,CA,,38.4424095,-122.7149157,3009.8808706411846
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Delta Health Alliance,,Stoneville,MS,,33.4218755,-90.9078929,325.6443690589069
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,E3 Alliance,,Austin,TX,,30.3228283,-97.7123847,630.2525314670693
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Eastside Pathways,,Bellevue,WA,,47.628482,-122.191563,3253.851987798148
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Every Hand Joined,,Red Wing,MN,,44.5642198,-92.5319334,1568.9529619478897
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Fresno Cradle to Career,,Fresno,CA,,36.8128882,-119.8057485,2733.4929221268385
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Generation Next,,Minneapolis,MN,,44.9737082,-93.2669627,1620.416338967941
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Geneva 2030,,Geneva,NY,,42.8580149,-76.9976417,1860.728361767057
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Graduate Strong,,Bremerton,WA,,47.5670053,-122.625987,3280.746696106717
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Graduate Tacoma,,Tacoma,WA,,47.2544647,-122.4504649,3254.627419455885
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Greater Dalton Education Partnership,,Dalton,GA,,34.7712706,-84.968247,748.2230987059519
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Harlem Renaissance Education Pipepline,,New York,NY,,40.807763,-73.939957,1925.9411102812762
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Higher Expectations for Racine County,,Racine,WI,,42.7093984,-87.8045345,1389.9653415180724
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,imPACT East Idaho,,Pocatello,ID,,42.8621576,-112.4508483,2334.565081541907
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,ImpactTulsa,,Tulsa,OK,,36.1486659,-95.9840012,772.3363509747106
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,KConnect,,Grand Rapids,MI,,42.9432726,-85.6779674,1466.3770926173654
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Learn to Earn Dayton,,Dayton,OH,,39.7811095,-84.1295785,1212.515562323637
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Learn4Life,,Atlanta,GA,,33.7590348,-84.386686,732.2143737861793
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Lenawee Cradle to Career (Lenawee ISD),,Adrian,MI,,41.9169778,-84.0232967,1420.248133517349
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Marin Promise Partnership,,San Rafael,CA,,38.023827,-122.5447824,2989.3774548294255
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Milwaukee Succeeds,,Milwaukee,WI,,43.0514231,-87.9117079,1425.0585880528095
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Mission Promise Neighborhood,,San Francisco,CA,,37.760087,-122.418806,2975.046014769116
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Mission: Graduate,,Albuquerque,NM,,35.0539346,-106.6205766,1531.3273544798926
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Northfield Promise,,Northfield,MN,,44.441825,-93.1669804,1560.7306479471383
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Norwalk ACTS,,Norwalk,CT,,41.1177389,-73.4080811,1981.9938577702653
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,OnTrack,,Hagerstown,MD,,39.6418068,-77.7206898,1586.488125576314
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Partner for Student Success,,St. Cloud,MN,,45.5599326,-94.1645348,1695.4229103095263
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Partners for Education,,Berea,KY,,37.585913,-84.2990351,1008.8220574626615
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Partnership4Success,,Columbus,OH,,39.9833844,-83.0412629,1284.87618989431
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Promise Partnership of Salt Lake,,Salt Lake City,UT,,40.752305,-111.914609,2188.4432333720997
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Raise DC,,Washington,DC,,38.8985184,-77.0309599,1590.0223562294425
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,RGV Focus,,Harlingen,TX,,26.1950931,-97.6817779,799.0392275976097
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,RISE: Treasure Valley's Education Partnership,,Boise,ID,,43.6090983,-116.1939806,2642.4459347176435
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,ROC the Future,,Rochester,NY,,43.154442,-77.6170002,1847.4642521356247
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Rocky Mountain Cradle to Career Partnership,,Thornton,CO,,39.9272658,-104.9672972,1632.7136543077274
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Seeding Success,,Memphis,TN,,35.1448481,-90.0406762,526.7155825596263
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,South Bronx Rising Together,,New York,NY,,40.8332443,-73.8906174,1930.961228963492
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Spartanburg Academic Movement,,Spartanburg,SC,,34.9510453,-81.9236313,994.0618415782546
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Stamford Cradle to Career,,Stamford,CT,,41.0609074,-73.5413522,1969.1613768160485
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Stanislaus Cradle to Career Partnership,,Modesto,CA,,37.6394382,-120.9964311,2849.1582798838035
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Success of All Youth,,Oak Park,IL,,41.8885395,-87.8020361,1301.3732413782845
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Summit Education Initiative,,Akron,OH,,41.0814312,-81.515103,1460.7142787016962
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,The Commit Partnership,,Dallas,TX,,32.8049936,-96.8144282,594.752788343445
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,The Forsyth Promise,,Winston-Salem,NC,,36.0947402,-80.2469263,1187.7468065699597
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,The Road Map Project,,Seattle,WA,,47.5928464,-122.316172,3260.7137890680583
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Thrive Chicago,,Chicago,IL,,41.88652,-87.634445,1304.675492570204
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Thriving Together,,Phoenix,AZ,,33.6122156,-112.0147546,1994.0752024505175
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,Tri-County Cradle to Career Collaborative,,Charleston,SC,,32.9106821,-80.023323,1085.3784029458332
YBUSA,AMIkids Baton Rouge,5555 Beechwood Drive,Baton Rouge,LA,70805,30.50109,-91.14448,Strive Together,UP Partnership,,San Antonio,TX,,29.4300517,-98.4931218,717.9356620571713
